source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
FR_2009,"=""8-10""",exam,A ministry is reviewing procedures. Which action complies with FR 304?,A General Warrant authorizes payment of approved annual expenditure from the estimates.,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,Officers cannot exceed approved sub-head limits without National Assembly approval.,A,FR 304 provides that A General Warrant authorizes payment of approved annual expenditure from the estimates.,fr
FR_2009,"=""12-14""",exam,Which oversight rule is required by FR 304?,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,Officers cannot exceed approved sub-head limits without National Assembly approval.,C,FR 304 provides that A General Warrant authorizes payment of approved annual expenditure from the estimates.,fr
FR_2009,"=""15-16""",exam,Which management directive aligns with FR 304?,A General Warrant authorizes payment of approved annual expenditure from the estimates.,Officers cannot exceed approved sub-head limits without National Assembly approval.,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A,FR 304 provides that A General Warrant authorizes payment of approved annual expenditure from the estimates.,fr
FR_2009,"=""17""",exam,Which institutional principle is implied by FR 304?,A General Warrant authorizes payment of approved annual expenditure from the estimates.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,Officers must enforce reduced balances after virement and are personally responsible.,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,A,FR 304 provides that A General Warrant authorizes payment of approved annual expenditure from the estimates.,fr
FR_2009,"=""1-5""",exam,FR 305 focuses on what requirement?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,"Virement applications must follow strict timing, approval, and reporting procedures.",C,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""5-7""",exam,"According to FR 305, which is correct?",A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,"Virement applications must follow strict timing, approval, and reporting procedures.",Statutory expenditure warrants authorize additional constitutionally chargeable spending.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""8-10""",exam,Which routine control supports FR 305?,"Virement applications must follow strict timing, approval, and reporting procedures.",Virement is restricted and cannot create new sub-heads or bypass audit queries.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,D,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 305?,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,Officers must enforce reduced balances after virement and are personally responsible.,A,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""15-16""",exam,Which governance decision reflects FR 305?,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,A,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""17""",exam,Which governance objective is central to FR 305?,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,Officers cannot exceed approved sub-head limits without National Assembly approval.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,B,FR 305 provides that A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,fr
FR_2009,"=""1-5""",exam,Which principle appears in FR 306?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Officers must enforce reduced balances after virement and are personally responsible.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,A,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""5-7""",exam,Which description matches FR 306?,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,C,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""8-10""",exam,What workflow decision aligns with FR 306?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers cannot exceed approved sub-head limits without National Assembly approval.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""12-14""",exam,What management gap violates FR 306?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers cannot exceed approved sub-head limits without National Assembly approval.,A,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""15-16""",exam,"As a Director, which control enforces FR 306?",A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,Applications for supplementary provision must follow formal submission and ministerial review.,A,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""17""",exam,"At executive level, what safeguard does FR 306 reinforce?",A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,Applications for supplementary provision must follow formal submission and ministerial review.,B,FR 306 provides that A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,fr
FR_2009,"=""1-5""",exam,What obligation is introduced in FR 307?,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,Officers must enforce reduced balances after virement and are personally responsible.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,C,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 307?,Officers must enforce reduced balances after virement and are personally responsible.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,Applications for supplementary provision must follow formal submission and ministerial review.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,B,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""8-10""",exam,Which operational step implements FR 307?,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers must enforce reduced balances after virement and are personally responsible.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,C,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""12-14""",exam,"During an audit, which failure would breach FR 307?",A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,D,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""15-16""",exam,Which policy measure implements FR 307?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,"Virement applications must follow strict timing, approval, and reporting procedures.",Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,C,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""17""",exam,What top-level risk does FR 307 address?,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,"Virement applications must follow strict timing, approval, and reporting procedures.",Officers cannot exceed approved sub-head limits without National Assembly approval.,A,FR 307 provides that Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,fr
FR_2009,"=""1-5""",exam,What subject is defined in FR 308?,A General Warrant authorizes payment of approved annual expenditure from the estimates.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,D,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""5-7""",exam,FR 308 provides that:,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Officers must enforce reduced balances after virement and are personally responsible.,C,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""8-10""",exam,Which procedure reflects FR 308?,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,C,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""12-14""",exam,Which compliance duty arises from FR 308?,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,Applications for supplementary provision must follow formal submission and ministerial review.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,C,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""15-16""",exam,What high-level action supports FR 308?,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Officers must enforce reduced balances after virement and are personally responsible.,Officers cannot exceed approved sub-head limits without National Assembly approval.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,A,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""17""",exam,"Strategically, FR 308 protects what?",Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,B,FR 308 provides that A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,fr
FR_2009,"=""1-5""",exam,FR 309 establishes which rule?,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,B,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""5-7""",exam,Which statement reflects FR 309?,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers must enforce reduced balances after virement and are personally responsible.,Applications for supplementary provision must follow formal submission and ministerial review.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,A,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""8-10""",exam,A ministry is reviewing procedures. Which action complies with FR 309?,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers cannot exceed approved sub-head limits without National Assembly approval.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,A,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""12-14""",exam,Which oversight rule is required by FR 309?,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,Applications for supplementary provision must follow formal submission and ministerial review.,A,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""15-16""",exam,Which management directive aligns with FR 309?,Officers cannot exceed approved sub-head limits without National Assembly approval.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers must enforce reduced balances after virement and are personally responsible.,C,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""17""",exam,Which institutional principle is implied by FR 309?,Applications for supplementary provision must follow formal submission and ministerial review.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers must enforce reduced balances after virement and are personally responsible.,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,B,FR 309 provides that A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,fr
FR_2009,"=""1-5""",exam,FR 310 focuses on what requirement?,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,Applications for supplementary provision must follow formal submission and ministerial review.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,C,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""5-7""",exam,"According to FR 310, which is correct?",A General Warrant authorizes payment of approved annual expenditure from the estimates.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,B,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""8-10""",exam,Which routine control supports FR 310?,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,"Virement applications must follow strict timing, approval, and reporting procedures.",A Provisional General Warrant funds government services when the Appropriation Act is not yet operational.,B,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""12-14""",exam,Which supervisory obligation comes from FR 310?,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A Virement Warrant reallocates savings between sub-heads with National Assembly approval.,Officers must enforce reduced balances after virement and are personally responsible.,Officers cannot exceed approved sub-head limits without National Assembly approval.,A,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""15-16""",exam,Which governance decision reflects FR 310?,Virement is restricted and cannot create new sub-heads or bypass audit queries.,Applications for supplementary provision must follow formal submission and ministerial review.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,A General Warrant authorizes payment of approved annual expenditure from the estimates.,A,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""17""",exam,Which governance objective is central to FR 310?,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Contingency expenditure must later receive National Assembly approval and not be charged directly to the fund.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,Applications for supplementary provision must follow formal submission and ministerial review.,C,FR 310 provides that Virement is restricted and cannot create new sub-heads or bypass audit queries.,fr
FR_2009,"=""1-5""",exam,Which principle appears in FR 311?,Unspent recurrent balances cannot be re-voted and require supplementary provision or virement.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Applications for supplementary provision must follow formal submission and ministerial review.,"Virement applications must follow strict timing, approval, and reporting procedures.",B,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""5-7""",exam,Which description matches FR 311?,Applications for supplementary provision must follow formal submission and ministerial review.,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,C,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""8-10""",exam,What workflow decision aligns with FR 311?,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,A,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""12-14""",exam,What management gap violates FR 311?,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,A,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""15-16""",exam,"As a Director, which control enforces FR 311?",Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,"Virement applications must follow strict timing, approval, and reporting procedures.",A Supplementary General Warrant replenishes the Contingency Fund from the Consolidated Revenue Fund.,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,A,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""17""",exam,"At executive level, what safeguard does FR 311 reinforce?",Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,A Supplementary General Warrant authorizes additional approved expenditure from supplementary estimates.,Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,D,FR 311 provides that Variations in establishment or allowances require approval of Finance Minister and Head of Civil Service.,fr
FR_2009,"=""1-5""",exam,What obligation is introduced in FR 312?,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,"Virement applications must follow strict timing, approval, and reporting procedures.",Recurrent expenditure may only be incurred with a Minister-signed warrant from the Consolidated Revenue Fund.,Virement is restricted and cannot create new sub-heads or bypass audit queries.,A,FR 312 provides that Statutory expenditure warrants authorize additional constitutionally chargeable spending.,fr
FR_2009,"=""5-7""",exam,Which option summarizes FR 312?,Statutory expenditure warrants authorize additional constitutionally chargeable spending.,Expenditure requires ministerial warrant authority and officers are personally liable for unauthorized spending.,"Virement applications must follow strict timing, approval, and reporting procedures.",A Supplementary Contingencies Warrant funds urgent exceptional expenditure from the Contingencies Fund.,A,FR 312 provides that Statutory expenditure warrants authorize additional constitutionally chargeable spending.,fr
