source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
PSR 2021,17,exam,A national executive ignoring governance warnings risks:,Escalating systemic failure,Temporary inconvenience,Improved efficiency,Faster decisions,A,Ignored warnings amplify risks.,psr
PSR 2021,17,exam,Uniform disciplinary policy ensures:,Predictable institutional behavior,Departmental isolation,Reduced accountability,Administrative secrecy,A,Predictability stabilizes governance.,psr
PSR 2021,17,exam,Apex leadership must integrate performance analytics into:,National strategic planning,Short-term reactions,Political negotiation,Random decisions,A,Analytics support foresight.,psr
PSR 2021,17,exam,Institutional legitimacy increases when executives:,Communicate decisions transparently,Limit public awareness,Delay reporting,Reduce documentation,A,Transparency builds legitimacy.,psr
PSR 2021,17,exam,A top executive standardizes procedures to:,Prevent governance disparity,Increase bureaucracy unnecessarily,Delay implementation,Limit autonomy,A,Standardization reduces disparity.,psr
PSR 2021,17,exam,Executive oversight systems exist to:,Sustain long-term accountability,Increase secrecy,Accelerate punishment,Reduce supervision,A,Oversight maintains accountability.,psr
PSR 2021,17,exam,Apex governance fails when leaders:,Ignore institutional checks,Document thoroughly,Audit regularly,Encourage reporting,A,Ignoring checks invites abuse.,psr
PSR 2021,17,exam,National disciplinary credibility depends on:,Fair and visible enforcement,Administrative secrecy,Selective punishment,Political discretion,A,Visible fairness sustains trust.,psr
PSR 2021,17,exam,A top executive strengthens resilience by:,Coordinating inter-ministerial governance,Allowing isolated control,Reducing communication,Delegating blindly,A,Coordination builds resilience.,psr
PSR 2021,17,exam,Strategic executive reform should target:,System-wide governance efficiency,Short-term optics only,Salary adjustments,Office infrastructure,A,Efficiency drives reform.,psr
PSR 2021,17,exam,Apex ethical leadership requires:,Consistent principled action,Personal discretion only,Political alignment,Administrative secrecy,A,Principled action defines ethics.,psr
PSR 2021,17,exam,Institutional stewardship succeeds when executives:,Embed enduring governance frameworks,Focus on temporary fixes,Reduce audits,Limit oversight,A,Frameworks ensure longevity.,psr
PSR 2021,17,exam,Apex executives who fail to enforce uniform standards create:,Institutional fragmentation,Immediate efficiency gains,Faster decisions,Reduced oversight,A,Fragmentation weakens cohesion.,psr
PSR 2021,17,exam,A national leader must address systemic misconduct by:,Implementing coordinated reform measures,Ignoring isolated departments,Delegating externally,Delaying intervention,A,Coordination ensures effectiveness.,psr
PSR 2021,17,exam,Executive legitimacy is undermined when governance is:,Opaque and inconsistent,Transparent and predictable,Documented thoroughly,Reviewed regularly,A,Opacity erodes trust.,psr
PSR 2021,17,exam,Apex accountability requires decisions to be:,Institutionally reviewable,Personally confidential,Politically flexible,Delegated informally,A,Reviewability sustains accountability.,psr
PSR 2021,17,exam,Failure to maintain national compliance systems risks:,Widespread governance decline,Temporary inconvenience,Increased efficiency,Faster processing,A,Compliance systems prevent decline.,psr
PSR 2021,17,exam,A top executive managing disciplinary reform should prioritize:,Legal and procedural integrity,Administrative speed alone,Public image only,Cost reduction,A,Integrity guides reform.,psr
PSR 2021,17,exam,National governance stability improves when executives:,Enforce predictable frameworks,Allow arbitrary discretion,Reduce audits,Limit reporting,A,Predictability stabilizes systems.,psr
PSR 2021,17,exam,Apex leaders sustain trust by:,Modeling consistent transparency,Avoiding public explanation,Delegating communication externally,Reducing documentation,A,Transparency builds confidence.,psr
PSR 2021,17,exam,Strategic executive oversight must anticipate:,Emerging institutional risks,Short-term popularity,Office logistics,Salary concerns,A,Anticipation prevents crises.,psr
PSR 2021,17,exam,A fragmented national disciplinary structure leads to:,Unequal justice outcomes,Improved efficiency,Faster decisions,Reduced accountability,A,Fragmentation creates inequality.,psr
PSR 2021,17,exam,Apex stewardship requires executives to:,Institutionalize enduring governance systems,Rely on temporary fixes,Reduce oversight,Avoid audits,A,Enduring systems ensure continuity.,psr
PSR 2021,17,exam,Executive ethical authority depends on:,Visible principled leadership,Administrative secrecy,Selective transparency,Political negotiation,A,Principled leadership builds authority.,psr
PSR 2021,17,exam,National reform efforts fail when executives:,Ignore structural weaknesses,Audit regularly,Coordinate ministries,Document decisions,A,Ignored weaknesses persist.,psr
PSR 2021,17,exam,A top executive should escalate unresolved systemic risk to:,Highest lawful authority,Ignore minor threats,Delay indefinitely,Delegate externally,A,Escalation ensures action.,psr
PSR 2021,17,exam,Institutional resilience grows when leaders:,Maintain strong oversight institutions,Reduce supervision,Allow informal autonomy,Avoid documentation,A,Oversight sustains resilience.,psr
PSR 2021,17,exam,Executive secrecy in governance creates:,Public distrust and instability,Improved efficiency,Reduced workload,Faster operations,A,Secrecy erodes legitimacy.,psr
PSR 2021,17,exam,Apex governance succeeds through:,Coordinated national leadership,Isolated departmental action,Reduced communication,Delegated authority without review,A,Coordination ensures unity.,psr
PSR 2021,17,exam,Strategic sustainability requires executives to:,Invest in long-term institutional capacity,Focus on immediate convenience,Reduce audits,Limit planning,A,Capacity ensures durability.,psr
PSR 2021,17,exam,A top executive reinforces rule culture by:,Applying standards without exception,Allowing selective flexibility,Delegating ethics externally,Reducing transparency,A,Consistency strengthens culture.,psr
PSR 2021,17,exam,Institutional stewardship is fulfilled when executives:,Protect governance integrity above personal interest,Prioritize popularity over legality,Reduce oversight,Avoid accountability,A,Integrity is paramount.,psr
