source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
PSR 2021,l17,exam,Strategic executive oversight must anticipate:,Salary concerns,Short-term popularity,Office logistics,Emerging institutional risks,D,Anticipation prevents crises.,psr
PSR 2021,l17,exam,A national leader must address systemic misconduct by:,Delaying intervention,Delegating externally,Implementing coordinated reform measures,Ignoring isolated departments,C,Coordination ensures effectiveness.,psr
PSR 2021,l17,exam,Executive oversight systems exist to:,Reduce supervision,Accelerate punishment,Increase secrecy,Sustain long-term accountability,D,Oversight maintains accountability.,psr
PSR 2021,l17,exam,Strategic governance sustainability requires:,Random allocation,Long-term institutional investment,External pressure,Short-term convenience,B,Investment ensures durability.,psr
PSR 2021,l17,exam,Institutional stewardship is fulfilled when executives:,Protect governance integrity above personal interest,Prioritize popularity over legality,Avoid accountability,Reduce oversight,A,Integrity is paramount.,psr
PSR 2021,l17,exam,Executive ethical authority depends on:,Visible principled leadership,Selective transparency,Political negotiation,Administrative secrecy,A,Principled leadership builds authority.,psr
PSR 2021,l17,exam,National reform efforts fail when executives:,Ignore structural weaknesses,Document decisions,Audit regularly,Coordinate ministries,A,Ignored weaknesses persist.,psr
PSR 2021,l17,trial,A national executive must align confirmation frameworks with:,External pressure,Short-term popularity,Personal discretion,Long-term institutional sustainability,D,Sustainability is strategic priority.,psr
PSR 2021,l17,exam,Apex leadership strengthens resilience by:,Embedding national compliance frameworks,Avoiding reporting,Allowing informal autonomy,Reducing audits,A,Frameworks institutionalize stability.,psr
PSR 2021,l17,exam,Apex stewardship requires continuous:,Cross-ministry performance review,Reactive intervention only,External mediation,Reduced reporting,A,Continuous review maintains standards.,psr
PSR 2021,l17,trial,Executive stewardship requires balancing:,Cost with training,Authority with popularity,Speed with secrecy,Accountability with operational stability,D,Balance preserves governance.,psr
PSR 2021,l17,exam,National institutional trust is weakened when executives:,Apply rules inconsistently,Encourage transparency,Monitor compliance regularly,Document decisions carefully,A,Inconsistency erodes confidence.,psr
PSR 2021,l17,exam,Executive secrecy in disciplinary systems risks:,Faster operations,Public distrust,Reduced workload,Improved efficiency,B,Secrecy erodes trust.,psr
PSR 2021,l17,exam,National governance stability improves when executives:,Allow arbitrary discretion,Limit reporting,Enforce predictable frameworks,Reduce audits,C,Predictability stabilizes systems.,psr
PSR 2021,l17,exam,Executive legitimacy is undermined when governance is:,Documented thoroughly,Opaque and inconsistent,Transparent and predictable,Reviewed regularly,B,Opacity erodes trust.,psr
PSR 2021,l17,exam,Executive secrecy in governance creates:,Public distrust and instability,Faster operations,Improved efficiency,Reduced workload,A,Secrecy erodes legitimacy.,psr
PSR 2021,l17,exam,Apex executives who fail to enforce uniform standards create:,Reduced oversight,Immediate efficiency gains,Faster decisions,Institutional fragmentation,D,Fragmentation weakens cohesion.,psr
PSR 2021,l17,exam,A top executive reinforces rule culture by:,Reducing transparency,Allowing selective flexibility,Delegating ethics externally,Applying standards without exception,D,Consistency strengthens culture.,psr
PSR 2021,l17,trial,Apex leaders maintain trust through:,Transparent rule-based governance,Political accommodation,Selective enforcement,Confidential discretion,A,Transparency builds public trust.,psr
PSR 2021,l17,exam,A fragmented national disciplinary structure leads to:,Unequal justice outcomes,Faster decisions,Improved efficiency,Reduced accountability,A,Fragmentation creates inequality.,psr
PSR 2021,l17,trial,National workforce integrity depends on:,External influence,Departmental autonomy only,Informal practices,Uniform enforcement standards,D,Uniformity ensures cohesion.,psr
PSR 2021,l17,exam,Institutional legitimacy increases when executives:,Delay reporting,Communicate decisions transparently,Reduce documentation,Limit public awareness,B,Transparency builds legitimacy.,psr
PSR 2021,l17,exam,A top executive managing disciplinary reform should prioritize:,Administrative speed alone,Public image only,Cost reduction,Legal and procedural integrity,D,Integrity guides reform.,psr
PSR 2021,l17,exam,Apex governance fails when leaders:,Document thoroughly,Encourage reporting,Audit regularly,Ignore institutional checks,D,Ignoring checks invites abuse.,psr
PSR 2021,l17,exam,A top executive should escalate unresolved systemic risk to:,Ignore minor threats,Delay indefinitely,Delegate externally,Highest lawful authority,D,Escalation ensures action.,psr
PSR 2021,l17,exam,Failure to coordinate disciplinary reforms nationally causes:,Fragmented governance response,Immediate improvement,Reduced supervision,Faster implementation,A,Fragmentation weakens effectiveness.,psr
PSR 2021,l17,exam,Institutional resilience grows when leaders:,Reduce supervision,Avoid documentation,Allow informal autonomy,Maintain strong oversight institutions,D,Oversight sustains resilience.,psr
PSR 2021,l17,exam,A top executive must escalate unresolved systemic risk to:,Delay indefinitely,Ignore minor threats,Highest appropriate authority,Delegate externally,C,Escalation ensures resolution.,psr
PSR 2021,l17,exam,Apex accountability requires decisions to be:,Institutionally reviewable,Delegated informally,Politically flexible,Personally confidential,A,Reviewability sustains accountability.,psr
PSR 2021,l17,trial,Executive legitimacy is strengthened by:,Consistent ethical leadership,Reduced oversight,Administrative secrecy,Selective transparency,A,Ethics underpin legitimacy.,psr
PSR 2021,l17,exam,Failure to standardize executive procedures leads to:,Faster promotions,Fragmented institutional control,Reduced accountability,Immediate reform,B,Fragmentation weakens coordination.,psr
PSR 2021,l17,exam,A top executive strengthens resilience by:,Allowing isolated control,Reducing communication,Delegating blindly,Coordinating inter-ministerial governance,D,Coordination builds resilience.,psr
PSR 2021,l17,trial,Failure to audit governance systems at top level risks:,Reduced oversight,Immediate efficiency gains,Faster decisions,Nationwide institutional weakness,D,Weak systems propagate failure.,psr
PSR 2021,l17,exam,Apex leadership must integrate performance analytics into:,National strategic planning,Random decisions,Short-term reactions,Political negotiation,A,Analytics support foresight.,psr
PSR 2021,l17,exam,System-wide disciplinary inconsistency results in:,Reduced supervision,Immediate efficiency gains,Erosion of public confidence,Faster decisions,C,Inconsistency undermines trust.,psr
PSR 2021,l17,exam,Institutional stewardship requires executives to:,Reduce documentation,React after crises only,Limit oversight,Anticipate governance threats proactively,D,Proactive anticipation prevents failure.,psr
PSR 2021,l12-14,exam,Interdiction reviews should focus on:,Public opinion,Media attention,Evidence sufficiency,Salary impact,C,Evidence guides fairness.,psr
PSR 2021,l12-14,exam,An accountable leader ensures disciplinary reviews are:,Confidential without records,Timely and impartial,Delayed intentionally,Politically guided,B,Timeliness preserves justice.,psr
PSR 2021,l12-14,exam,Senior officers should align probation outcomes with:,Random allocation,Strategic workforce goals,Political demands,External pressure,B,Alignment supports planning.,psr
PSR 2021,l12-14,exam,Transparent disciplinary systems enhance:,Training speed,Salary growth,Institutional credibility,Office aesthetics,C,Transparency builds credibility.,psr
PSR 2021,l12-14,exam,Leadership credibility increases when disciplinary actions are:,Politically influenced,Consistent and evidence-based,Selective and informal,Confidential without records,B,Evidence-based actions build trust.,psr
PSR 2021,l12-14,trial,A senior officer overseeing probation decisions must prioritize:,Merit-based evaluation,Political influence,Speed over accuracy,Personal loyalty,A,Merit protects institutional standards.,psr
PSR 2021,l12-14,exam,Senior review of confirmation cases must emphasize:,External reputation,Institutional benefit over personal interest,Political approval,Speed alone,B,Institutional interest comes first.,psr
PSR 2021,l12-14,exam,A culture of fairness is sustained when senior officers:,Delegate ethics externally,Model impartial decision-making,Reduce documentation,Avoid difficult cases,B,Impartiality sustains fairness.,psr
PSR 2021,l12-14,trial,A senior officer discovers procedural violations within a unit. The immediate leadership duty is to:,Initiate corrective administrative action,Delay reporting,Ignore minor breaches,Transfer responsibility externally,A,Senior officers must enforce compliance promptly.,psr
PSR 2021,l12-14,trial,Senior officers handling confirmation cases must ensure:,Speed alone,Political approval,Consistency and fairness,Confidential favoritism,C,Fairness preserves trust.,psr
PSR 2021,l12-14,exam,A senior officer who tolerates procedural shortcuts risks:,Reducing supervision needs,Eroding institutional discipline,Increasing morale temporarily,Improving efficiency automatically,B,Shortcuts weaken rule culture.,psr
PSR 2021,l12-14,exam,Senior management must prevent bias by:,Using structured evaluation criteria,Avoiding documentation,Delegating blindly,Relying on personal judgment,A,Structure reduces bias.,psr
PSR 2021,l12-14,exam,Failure to act on misconduct undermines:,Organizational discipline,Training schedules,Office design,Salary structures,A,Inaction weakens discipline.,psr
PSR 2021,l12-14,exam,Senior leadership ensures PSR compliance by:,Delegating blindly,Reducing reporting,Avoiding review,Monitoring enforcement systems,D,Monitoring maintains standards.,psr
PSR 2021,l12-14,exam,Senior officers reinforce ethical culture by:,Demonstrating rule compliance,Delegating ethics entirely,Reducing reporting,Avoiding supervision,A,Behavior sets ethical tone.,psr
PSR 2021,l12-14,exam,A senior officer must intervene when probation oversight is weak to:,Delay reporting,Avoid conflict,Maintain service quality,Reduce workload,C,Quality control is a leadership duty.,psr
PSR 2021,l12-14,exam,Ignoring early misconduct signals can cause:,Immediate reform,Faster confirmations,Systemic discipline breakdown,Reduced staffing needs,C,Unchecked misconduct spreads.,psr
PSR 2021,l12-14,exam,Governance integrity depends heavily on:,Temporary staffing,Travel allowances,Office equipment,Leadership consistency,D,Consistency stabilizes governance.,psr
PSR 2021,l12-14,exam,Governance stability improves when senior officers:,Limit communication,Model transparent decision-making,Avoid documentation,Reduce supervision,B,Transparency strengthens stability.,psr
PSR 2021,l12-14,exam,Confirmation oversight should align with:,Short-term popularity,Personal interest,External pressure,Long-term service objectives,D,Objectives guide staffing quality.,psr
PSR 2021,l12-14,trial,Senior officers strengthen governance by:,Delegating ethics entirely,Reducing reporting,Modeling rule compliance,Limiting supervision,C,Leadership behavior influences culture.,psr
PSR 2021,l12-14,exam,Failure to document confirmation decisions may lead to:,Reduced supervision,Faster promotions,Accountability gaps,Increased efficiency,C,Documentation supports traceability.,psr
PSR 2021,l12-14,exam,Senior officers maintain fairness by:,Avoiding documentation,Reducing communication,Separating personal interest from decisions,Delegating sensitive cases,C,Objectivity is essential.,psr
PSR 2021,l12-14,exam,Senior leadership should treat similar disciplinary cases with:,Consistent standards,Flexible favoritism,Political consideration,Personal judgment,A,Consistency ensures fairness.,psr
PSR 2021,l12-14,exam,A senior manager ignoring probation failures risks:,Immediate staff reduction,Long-term institutional inefficiency,Reduced supervision,Faster promotions,B,Unsuitable retention harms efficiency.,psr
PSR 2021,l12-14,exam,"When reviewing interdiction, senior officers must confirm:",Public awareness level,Investigation fairness,Salary reduction adequacy,Media response,B,Fairness ensures legitimacy.,psr
PSR 2021,l12-14,trial,A Permanent Secretary ensures accountability through:,Personal discretion,Informal discussions,External mediation,Structured reporting systems,D,Systems enforce accountability.,psr
PSR 2021,l12-14,exam,Senior management planning must integrate:,Informal judgment,Reliable personnel evaluations,External influence,Political negotiation,B,Evaluations inform strategy.,psr
PSR 2021,l12-14,exam,An undocumented suspension decision creates:,Higher morale,Faster investigation,Accountability vulnerability,Reduced paperwork,C,Lack of records weakens review.,psr
PSR 2021,l12-14,trial,Accountability at senior management level primarily requires:,Transparent decision documentation,External consultation,Delegation without oversight,Informal verbal approvals,A,Documentation ensures traceability.,psr
PSR 2021,l12-14,exam,Probation mismanagement at senior level threatens:,Office logistics,Salary uniformity,Long-term service efficiency,Immediate promotion cycles,C,Efficiency declines with poor oversight.,psr
PSR 2021,l12-14,exam,Strategic workforce decisions should be guided by:,Political alignment,External pressure,Random allocation,Performance-based assessments,D,Performance drives strategy.,psr
PSR 2021,l12-14,exam,Effective leadership prevents abuse of authority through:,Personal discretion only,Reduced reporting,Structured accountability systems,External mediation,C,Systems limit misuse.,psr
PSR 2021,l12-14,trial,Leadership responsibility during interdiction includes:,Protecting investigation integrity,Reducing oversight,Avoiding communication,Accelerating punishment,A,Integrity preservation is critical.,psr
PSR 2021,l12-14,exam,Failure to audit disciplinary actions may result in:,Faster training,Immediate reform,Systemic procedural weakness,Increased morale,C,Audits maintain standards.,psr
PSR 2021,l12-14,exam,Effective governance requires senior managers to:,Centralize secrecy,Audit enforcement processes,Reduce supervision,Delegate blindly,B,Auditing maintains standards.,psr
PSR 2021,l12-14,exam,Effective disciplinary leadership requires:,Personal discretion,Selective punishment,Objective rule enforcement,External negotiation,C,Objectivity ensures justice.,psr
PSR 2021,l12-14,trial,Failure to enforce PSR consistently may result in:,Organizational instability,Reduced supervision,Increased efficiency,Automatic reform,A,Inconsistent enforcement weakens institutions.,psr
PSR 2021,l12-14,exam,Effective confirmation oversight ensures:,Automatic promotion for all,Retention of competent officers,Reduced accountability,Informal staffing,B,Competence strengthens institutions.,psr
PSR 2021,l12-14,exam,Interdiction oversight at senior level requires:,Immediate punishment,Public announcement,Salary reduction,Impartial supervision,D,Impartiality preserves fairness.,psr
PSR 2021,l12-14,exam,Senior officers maintain credibility by:,Applying PSR uniformly,Reducing transparency,Protecting colleagues unfairly,Avoiding documentation,A,Uniform application builds trust.,psr
PSR 2021,l12-14,exam,Suspension decisions at senior level should emphasize:,Institutional protection,Cost reduction,Political benefit,Public popularity,A,Protection of service is primary.,psr
PSR 2021,l12-14,exam,A poorly managed suspension case may damage:,Salary budgets only,Training schedules,Institutional reputation,Office equipment,C,Reputation depends on fairness.,psr
PSR 2021,l12-14,trial,A senior manager reviewing suspension cases must ensure:,Salary elimination,Immediate dismissal,Public disclosure,Proportional disciplinary response,D,Discipline must match severity.,psr
PSR 2021,l12-14,exam,Senior officers must evaluate confirmation cases using:,Personal opinion,Documented performance evidence,External influence,Time served only,B,Evidence ensures fairness.,psr
PSR 2021,l12-14,exam,Senior managers must resolve disciplinary delays to:,Increase authority,Preserve procedural justice,Avoid publicity,Reduce costs,B,Justice depends on timeliness.,psr
PSR 2021,l12-14,exam,Structured reporting systems enable senior managers to:,Limit supervision,Increase secrecy,Monitor compliance effectively,Reduce communication,C,Monitoring supports enforcement.,psr
PSR 2021,l12-14,exam,Ignoring documentation requirements weakens:,Salary structure,Office logistics,Institutional accountability,Training quality,C,Documentation ensures traceability.,psr
PSR 2021,l12-14,exam,"When enforcing suspension, senior leadership should prioritize:",Speed of punishment,Public image alone,Cost savings,Protection of institutional integrity,D,Integrity protection is paramount.,psr
PSR 2021,l12-14,exam,A ministry with weak senior oversight may experience:,Governance instability,Immediate cost savings,Faster promotions,Automatic reform,A,Oversight prevents instability.,psr
PSR 2021,l12-14,exam,An effective senior manager prevents favoritism by:,Delegating decisions privately,Applying uniform evaluation standards,Reducing documentation,Limiting transparency,B,Uniform standards prevent bias.,psr
PSR 2021,l12-14,exam,Institutional resilience improves when leaders:,Enforce rules uniformly,Reduce transparency,Adapt rules arbitrarily,Avoid oversight,A,Uniform enforcement strengthens resilience.,psr
PSR 2021,l12-14,exam,A ministrys governance culture is shaped largely by:,Travel allowances,Temporary staffing levels,Senior leadership behavior,Office infrastructure,C,Leadership sets institutional tone.,psr
PSR 2021,l12-14,exam,A ministrys operational integrity depends heavily on:,Temporary staffing,Senior management oversight,External consultants,Informal leadership,B,Oversight sustains integrity.,psr
PSR 2021,l12-14,exam,A senior officer failing to enforce PSR consistently risks:,Immediate efficiency gain,Reduced supervision,Loss of organizational trust,Faster promotions,C,Trust erodes without consistency.,psr
PSR 2021,l12-14,exam,Effective leadership planning integrates:,Random selection,Personal preferences,External pressure,Reliable performance metrics,D,Metrics inform strategy.,psr
PSR 2021,l12-14,trial,Effective senior management planning depends on:,Personal intuition only,Random decisions,External pressure,Reliable administrative data,D,Data supports sound planning.,psr
PSR 2021,l12-14,exam,"When enforcement is inconsistent, senior officers should:",Delay corrective action,Delegate externally,Ignore minor gaps,Standardize procedures immediately,D,Standardization restores order.,psr
PSR 2021,l12-14,exam,A senior officer must escalate unresolved misconduct to:,Appropriate authority promptly,Delay reporting indefinitely,Delegate externally,Ignore minor issues,A,Escalation ensures accountability.,psr
PSR 2021,l12-14,exam,A senior officer reviewing a disciplinary file must first verify:,Salary records only,Political implications,Public opinion,Procedural compliance with PSR,D,Procedure compliance ensures lawful action.,psr
PSR 2021,l1-4,exam,The PSR primarily ensures:,International trade,Uniform service standards,Political neutrality,Judicial reform,B,PSR standardizes civil service conduct.,psr
PSR 2021,l1-4,exam,Suspension implies removal from:,Salary only,Duty and salary,Office building,Duty only,B,Suspension removes both pay and duty.,psr
PSR 2021,l1-4,exam,Senior officers belong to:,Temporary grade,GL 05 and below,GL 03 only,GL 07 and above,D,Senior officers start from GL 07.,psr
PSR 2021,l1-4,exam,An established officer occupies a:,Volunteer slot,Temporary contract role,Consultancy,Budgeted permanent post,D,Established posts are permanent and funded.,psr
PSR 2021,l1-4,exam,The main aim of interdiction is to:,Allow investigation,Reduce staff,Punish permanently,Force resignation,A,Interdiction enables fair investigation.,psr
PSR 2021,l1-4,exam,Probation evaluates:,Performance and conduct,Family background,Political views,External income,A,Suitability depends on performance and behavior.,psr
PSR 2021,l1-4,trial,Established posts are funded under:,Capital budget,Personnel emoluments,External loans,Special grants,B,Established posts are those funded through personnel emoluments.,psr
PSR 2021,l1-4,exam,Suspension is considered a:,Reward system,Promotion stage,Temporary disciplinary action,Permanent dismissal,C,Suspension is temporary disciplinary measure.,psr
PSR 2021,l1-4,exam,An officer on suspension is barred from:,Attending meetings,Using office transport,Receiving salary,Applying for leave,C,Suspension removes salary privileges.,psr
PSR 2021,l1-4,exam,Interdiction is a:,Temporary administrative action,Promotion procedure,Permanent dismissal,Training stage,A,It is temporary pending investigation.,psr
PSR 2021,l1-4,exam,Suspension removes:,Pay and duty,Rank only,Office space,Training access,A,Suspension removes salary and duty rights.,psr
PSR 2021,l1-4,trial,An officer becomes permanent after:,Posting,Confirmation,Recruitment exam,First salary payment,B,Confirmation grants permanent appointment status.,psr
PSR 2021,l1-4,exam,Interdiction protects the:,Officer salary,Integrity of service,Public holidays,Training schedule,B,It safeguards institutional integrity.,psr
PSR 2021,l1-4,exam,Established posts ensure:,Consultancy,Permanent employment structure,Temporary contracts,Volunteer services,B,They support permanent workforce.,psr
PSR 2021,l1-4,exam,Probation is required for:,Transferred staff,All officers yearly,New recruits only,Retired officers,C,Only newly recruited officers serve probation.,psr
PSR 2021,l1-4,exam,Established posts are part of:,Permanent workforce,Volunteer services,Temporary staff,External contracts,A,Established posts form the permanent workforce.,psr
PSR 2021,l1-4,exam,The PSR ensures:,International trade,Military reform,Uniform rules in service,Private sector control,C,PSR standardizes public service operations.,psr
PSR 2021,l1-4,exam,The Permanent Secretary manages:,Political campaigns,Administrative operations,Private contracts,Foreign affairs,B,They oversee ministry administration.,psr
PSR 2021,l1-4,exam,Interdicted officers receive:,No salary,Half salary,Bonus pay,Full salary,B,Interdiction pays half salary.,psr
PSR 2021,l1-4,exam,Suspension usually follows:,Investigation,Promotion,Training,Transfer,A,Suspension occurs during disciplinary investigation.,psr
PSR 2021,l1-4,exam,Interdiction protects:,Officer salary,Trade unions,Foreign policy,Government integrity,D,Interdiction safeguards integrity during investigation.,psr
PSR 2021,l1-4,exam,Probation assesses:,Fitness for service,External influence,Political loyalty,Family ties,A,It measures suitability and performance.,psr
PSR 2021,l1-4,exam,An officer under probation may be:,Confirmed or terminated,Automatically promoted,Transferred abroad,Given bonus,A,Probation may end in confirmation or termination.,psr
PSR 2021,l1-4,exam,Established posts guarantee:,Foreign posting,Pension exemption,Budget funding,Automatic promotion,C,They are funded in the personnel budget.,psr
PSR 2021,l1-4,trial,Public Service Rules regulate:,Private companies,Foreign trade,Government employment,Banking operations,C,PSR governs employment conditions in public service.,psr
PSR 2021,l1-4,exam,Suspension is normally used during:,Investigation of misconduct,Promotion process,Recruitment,Annual leave,A,Suspension occurs during disciplinary cases.,psr
PSR 2021,l1-4,exam,Suspension differs from interdiction because it:,Allows promotion,Stops salary completely,Transfers officer,Grants leave,B,Suspension removes pay entirely.,psr
PSR 2021,l1-4,exam,A probationary officer may be:,Transferred abroad,Automatically promoted,Confirmed or dismissed,Given bonus,C,Unsatisfactory probation leads to dismissal.,psr
PSR 2021,l1-4,trial,Probation in public service is mainly used to:,Assign punishment,Delay promotion,Reduce salary,Test suitability,D,Probation evaluates an officers fitness for service.,psr
PSR 2021,l1-4,exam,The PSR governs:,Employment procedures,Private contracts,International law,Military service,A,It regulates civil employment systems.,psr
PSR 2021,l1-4,trial,The pass mark for promotion examinations in the Federal Public Service is:,65%,60%,50%,55%,B,PSR specifies that officers must score at least 60% to pass promotion exams.,psr
PSR 2021,l1-4,exam,An established post is funded by:,Loans,External grants,Personnel budget,Private funds,C,Established posts are funded through personnel emoluments.,psr
PSR 2021,l1-4,exam,The Permanent Secretary reports to the:,Minister,Director,President,Auditor General,A,Permanent Secretaries are accountable to Ministers.,psr
PSR 2021,l1-4,exam,Public Service Rules apply to:,Civil servants only,All citizens,Private contractors,Military officers,A,PSR governs civil/public servants.,psr
PSR 2021,l1-4,exam,A confirmed officer enjoys:,Permanent status,Trial status,Temporary status,Contract status,A,Confirmation grants permanent employment status.,psr
PSR 2021,l1-4,exam,The purpose of PSR is to:,Regulate banks,Guide private firms,Standardize public service conduct,Control imports,C,PSR standardizes conduct and procedures in public service.,psr
PSR 2021,l1-4,exam,A confirmed officer enjoys:,Probation extension,Permanent appointment,Consultancy role,Temporary status,B,Confirmation grants permanent status.,psr
PSR 2021,l1-4,exam,The purpose of confirmation is to:,Transfer staff,Establish permanence,Reduce salary,Delay promotion,B,Confirmation grants permanent status.,psr
PSR 2021,l1-4,trial,The administrative head of a Ministry is the:,Permanent Secretary,Head of Unit,Director General,Minister,A,The Permanent Secretary is the chief administrative and accounting officer.,psr
PSR 2021,l1-4,trial,An officer placed on interdiction receives:,No salary,Half salary,Bonus allowance,Full salary,B,During interdiction an officer receives half salary pending investigation.,psr
PSR 2021,l1-4,exam,An officer may be terminated during:,Probation period,Transfer request,Annual appraisal,Retirement,A,Unsatisfactory probation may lead to termination.,psr
PSR 2021,l1-4,trial,A junior officer is classified as an officer on:,GL 07 and below,GL 08 and above,GL 05 and below,GL 06 and below,D,PSR defines junior officers as those on Grade Level 06 and below.,psr
PSR 2021,l1-4,exam,A confirmed officer is considered:,Consultant,Permanent staff,Volunteer,Temporary worker,B,Confirmation grants permanent status.,psr
PSR 2021,l1-4,trial,Confirmation of appointment occurs after:,Training completion,First promotion,Probation period,Transfer,C,Confirmation follows successful completion of probation.,psr
PSR 2021,l1-4,exam,Interdiction is applied when:,Misconduct is suspected,Promotion is pending,Transfer is requested,Training is required,A,Interdiction is imposed pending investigation of misconduct.,psr
PSR 2021,l1-4,exam,Junior officers fall below:,Grade Level 09,Grade Level 10,Grade Level 08,Grade Level 07,D,Junior officers are GL 06 and below.,psr
PSR 2021,l1-4,exam,Confirmation is evidence of:,Retirement readiness,Promotion eligibility,Successful probation,Disciplinary action,C,It confirms suitability after probation.,psr
PSR 2021,l1-4,exam,The PSR applies to:,Federal public servants only,Private sector,Military personnel,Foreign workers,A,It governs federal public service.,psr
PSR 2021,l1-4,exam,A senior officer begins from:,GL 08,GL 07,GL 09,GL 06,B,Senior officers start from Grade Level 07.,psr
PSR 2021,l1-4,exam,Interdiction occurs mainly during:,Disciplinary investigation,Promotion exercise,Recruitment,Annual leave,A,It supports investigation of misconduct.,psr
PSR 2021,l1-4,exam,Junior officers are below:,GL 09,GL 07,GL 08,GL 10,B,Junior officers are GL 06 and below; below GL 07 threshold.,psr
PSR 2021,l1-4,exam,Confirmation in the public service signifies:,Pension eligibility,Transfer approval,Temporary employment,End of probation,D,Confirmation marks successful completion of probation.,psr
PSR 2021,l1-4,exam,A permanent appointment is granted after:,Training seminar,First salary,Confirmation,Department posting,C,Permanent status follows confirmation.,psr
PSR 2021,l1-4,exam,Probation period allows government to:,Reduce staff benefits,Change salary scale,Increase taxes,Evaluate performance,D,Probation assesses suitability for service.,psr
PSR 2021,l1-4,exam,Confirmation follows:,Promotion interview,Annual review,Successful probation,Training seminar,C,Confirmation is tied to probation success.,psr
PSR 2021,l1-4,exam,Probation helps determine an officers:,Political loyalty,Salary grade,Retirement age,Suitability for service,D,Probation evaluates competence and character.,psr
