source,level,mode,question_text,option_a,option_b,option_c,option_d,correct_option,explanation,question_type
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Finance, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Nigeria,Ghana,Benin,Cameroon,A,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"At Nigeria Immigration Service, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",political status,efficiency,salary,tenure,B,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Justice, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Benin,Cameroon,Nigeria,Ghana,C,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Works, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",posting and transfer decisions,confirmation or re-engagement,promotion into the next grade,pension computation,B,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Works, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Annual Leave Register (ALR),Annual Performance Evaluation Report (APER),Nominal Roll Review (NRR),Departmental Posting Memo (DPM),B,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Inland Revenue Service, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","5, 10 or 15 years","20, 30 or 40 years","10, 20 or 30 years","15, 25 or 35 years",D,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"During operations in National Planning Commission, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",pension arrears,letter of commendation,housing loan,medical insurance,B,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Finance, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Annual Performance Evaluation Report (APER),Annual Leave Register (ALR),Nominal Roll Review (NRR),Departmental Posting Memo (DPM),A,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Finance, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",posting and transfer decisions,confirmation or re-engagement,promotion into the next grade,pension computation,B,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Health, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Nominal Roll Review (NRR),Departmental Posting Memo (DPM),Annual Leave Register (ALR),Annual Performance Evaluation Report (APER),D,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"Under circumstances in National Planning Commission, The Performance Management Cycle runs from January to December each year.",April to March,October to September,July to June,January to December,D,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Works, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",Only within the officer’s office,Only outside Nigeria,FALSE,TRUE,D,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"At National Planning Commission, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","15, 25 or 35 years","5, 10 or 15 years","10, 20 or 30 years","20, 30 or 40 years",A,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"Within National Orientation Agency, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Nominal Roll Review (NRR),Annual Leave Register (ALR),Departmental Posting Memo (DPM),Annual Performance Evaluation Report (APER),D,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"At Nigeria Customs Service, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","15, 25 or 35 years","20, 30 or 40 years","5, 10 or 15 years","10, 20 or 30 years",A,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"While working in National Planning Commission, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Nigeria,Cameroon,Benin,Ghana,A,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"While working in Nigeria Immigration Service, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",confirmation or re-engagement,promotion into the next grade,posting and transfer decisions,pension computation,A,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"At National Bureau of Statistics, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",housing loan,letter of commendation,medical insurance,pension arrears,B,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Agriculture, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",pension arrears,housing loan,medical insurance,letter of commendation,D,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"At Nigeria Immigration Service, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","10, 20 or 30 years","20, 30 or 40 years","15, 25 or 35 years","5, 10 or 15 years",C,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Finance, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",OHCSF,National Planning Commission,Federal Inland Revenue Service,Ministry of Works,A,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"At Nigeria Immigration Service, The Performance Management Cycle runs from January to December each year.",January to December,July to June,April to March,October to September,A,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"During operations in Nigeria Immigration Service, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",FALSE,TRUE,Only outside Nigeria,Only within the officer’s office,B,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"At Federal Ministry of Health, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",Only outside Nigeria,TRUE,Only within the officer’s office,FALSE,B,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"Within Federal Inland Revenue Service, The Performance Management Cycle runs from January to December each year.",October to September,January to December,April to March,July to June,B,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"Under circumstances in Nigeria Customs Service, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",confirmation or re-engagement,pension computation,promotion into the next grade,posting and transfer decisions,A,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"At National Planning Commission, Permanent Secretaries/Heads of Extra-Ministerial Offices should render progress reports at intervals of six months from the date of first appointment.",three months,six months,every two years,twelve months,B,Progress reports are rendered at six-month intervals with effect from the date of first appointment.,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Health, The Performance Management Cycle runs from January to December each year.",October to September,July to June,January to December,April to March,C,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Justice, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",Only within the officer’s office,Only outside Nigeria,FALSE,TRUE,D,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Finance, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","5, 10 or 15 years","20, 30 or 40 years","10, 20 or 30 years","15, 25 or 35 years",D,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Health, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",confirmation or re-engagement,posting and transfer decisions,pension computation,promotion into the next grade,A,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"During operations in National Orientation Agency, The Performance Management Cycle runs from January to December each year.",January to December,July to June,April to March,October to September,A,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Health, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Nigeria,Ghana,Cameroon,Benin,A,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"At Nigeria Customs Service, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Ghana,Nigeria,Cameroon,Benin,B,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Works, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",National Planning Commission,OHCSF,Ministry of Works,Federal Inland Revenue Service,B,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Finance, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",housing loan,letter of commendation,pension arrears,medical insurance,B,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Works, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Benin,Ghana,Nigeria,Cameroon,C,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Agriculture, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",Federal Inland Revenue Service,OHCSF,National Planning Commission,Ministry of Works,B,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"During operations in Federal Inland Revenue Service, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",FALSE,Only outside Nigeria,TRUE,Only within the officer’s office,C,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"At National Orientation Agency, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",political status,salary,tenure,efficiency,D,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Works, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",pension computation,posting and transfer decisions,promotion into the next grade,confirmation or re-engagement,D,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"Within Nigeria Immigration Service, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",medical insurance,housing loan,letter of commendation,pension arrears,C,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Agriculture, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",efficiency,salary,tenure,political status,A,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Works, The Performance Management Cycle runs from January to December each year.",July to June,April to March,January to December,October to September,C,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Justice, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",National Planning Commission,Federal Inland Revenue Service,OHCSF,Ministry of Works,C,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"While working in Federal Inland Revenue Service, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",housing loan,pension arrears,medical insurance,letter of commendation,D,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"Under circumstances in National Orientation Agency, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",OHCSF,Ministry of Works,Federal Inland Revenue Service,National Planning Commission,A,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Health, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",salary,tenure,efficiency,political status,C,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"At National Orientation Agency, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",TRUE,FALSE,Only outside Nigeria,Only within the officer’s office,A,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"While working in Nigeria Customs Service, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",pension arrears,letter of commendation,medical insurance,housing loan,B,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"Under circumstances in Federal Ministry of Education, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","15, 25 or 35 years","10, 20 or 30 years","5, 10 or 15 years","20, 30 or 40 years",A,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"At Federal Ministry of Works, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","10, 20 or 30 years","15, 25 or 35 years","20, 30 or 40 years","5, 10 or 15 years",B,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"While working in National Planning Commission, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Annual Leave Register (ALR),Departmental Posting Memo (DPM),Nominal Roll Review (NRR),Annual Performance Evaluation Report (APER),D,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Health, In PSR Chapter 6, 'Recognition' refers to certificate of merit and/or gifts given to officers who have served meritoriously for 15, 25 or 35 years.","5, 10 or 15 years","15, 25 or 35 years","20, 30 or 40 years","10, 20 or 30 years",B,"Recognition is for meritorious service of 15, 25 or 35 years.",psr
PSR_2021,l1-4,exam,"While working in Nigeria Immigration Service, Permanent Secretaries/Heads of Extra-Ministerial Offices should render progress reports at intervals of six months from the date of first appointment.",every two years,three months,six months,twelve months,C,Progress reports are rendered at six-month intervals with effect from the date of first appointment.,psr
PSR_2021,l1-4,exam,"During operations in National Bureau of Statistics, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",confirmation or re-engagement,pension computation,posting and transfer decisions,promotion into the next grade,A,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"Under circumstances in Nigeria Customs Service, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",efficiency,salary,tenure,political status,A,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Education, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Departmental Posting Memo (DPM),Annual Performance Evaluation Report (APER),Nominal Roll Review (NRR),Annual Leave Register (ALR),B,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Justice, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Departmental Posting Memo (DPM),Annual Leave Register (ALR),Annual Performance Evaluation Report (APER),Nominal Roll Review (NRR),C,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Agriculture, Permanent Secretaries/Heads of Extra-Ministerial Offices should render progress reports at intervals of six months from the date of first appointment.",twelve months,every two years,six months,three months,C,Progress reports are rendered at six-month intervals with effect from the date of first appointment.,psr
PSR_2021,l1-4,exam,"At National Orientation Agency, Permanent Secretaries/Heads of Extra-Ministerial Offices should render progress reports at intervals of six months from the date of first appointment.",every two years,twelve months,six months,three months,C,Progress reports are rendered at six-month intervals with effect from the date of first appointment.,psr
PSR_2021,l1-4,exam,"Within Federal Inland Revenue Service, An overseas course of instruction is a course undertaken outside the shores of Nigeria.",Benin,Ghana,Cameroon,Nigeria,D,Overseas instruction is outside the shores of Nigeria.,psr
PSR_2021,l1-4,exam,"Within Federal Inland Revenue Service, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",efficiency,tenure,salary,political status,A,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"While working in National Planning Commission, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",posting and transfer decisions,pension computation,confirmation or re-engagement,promotion into the next grade,C,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"While working in National Orientation Agency, In the context of PSR Chapter 6, 'Reward' refers to an MDA or Presidential award of gifts, certificates and/or letter of commendation to deserving officers.",letter of commendation,medical insurance,pension arrears,housing loan,A,"Reward includes gifts, certificates and/or letters of commendation to deserving officers.",psr
PSR_2021,l1-4,exam,"Under circumstances in National Planning Commission, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",salary,political status,efficiency,tenure,C,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Finance, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",FALSE,Only within the officer’s office,TRUE,Only outside Nigeria,C,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"Under circumstances in Nigeria Customs Service, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",confirmation or re-engagement,promotion into the next grade,pension computation,posting and transfer decisions,A,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"At Nigeria Immigration Service, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",promotion into the next grade,posting and transfer decisions,pension computation,confirmation or re-engagement,D,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"Within National Bureau of Statistics, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",efficiency,salary,political status,tenure,A,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"Within National Bureau of Statistics, The Performance Management Cycle runs from January to December each year.",January to December,October to September,April to March,July to June,A,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"During operations in Federal Ministry of Education, The Performance Management Cycle runs from January to December each year.",January to December,July to June,October to September,April to March,A,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"Within Nigeria Customs Service, The central coordinating body responsible for monitoring effectiveness of performance management is domiciled in the OHCSF.",Ministry of Works,OHCSF,Federal Inland Revenue Service,National Planning Commission,B,The coordinating body is domiciled in the Office of the Head of the Civil Service of the Federation (OHCSF).,psr
PSR_2021,l1-4,exam,"During operations in National Planning Commission, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",FALSE,TRUE,Only outside Nigeria,Only within the officer’s office,B,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"While working in Federal Ministry of Justice, Staff development is the policy of enhancing knowledge, skills, attitude, effectiveness and efficiency of staff to meet career goals and prepare for changing responsibilities.",salary,tenure,political status,efficiency,D,Staff development enhances knowledge/skills/attitude/effectiveness/efficiency.,psr
PSR_2021,l1-4,exam,"At Nigeria Customs Service, A course of instruction within Nigeria is undertaken locally but outside an officer’s station at approved institutions.",TRUE,FALSE,Only outside Nigeria,Only within the officer’s office,A,"Within Nigeria courses are local but outside the station, in approved institutions.",psr
PSR_2021,l1-4,exam,"At Nigeria Customs Service, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Departmental Posting Memo (DPM),Annual Leave Register (ALR),Annual Performance Evaluation Report (APER),Nominal Roll Review (NRR),C,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"At National Orientation Agency, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",pension computation,posting and transfer decisions,confirmation or re-engagement,promotion into the next grade,C,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"At Federal Ministry of Finance, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for re-engagement.",posting and transfer decisions,promotion into the next grade,pension computation,confirmation or re-engagement,D,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
PSR_2021,l1-4,exam,"Within Federal Ministry of Agriculture, In the Federal Public Service, the Performance Management System (PMS) replaces the Annual Performance Evaluation Report (APER).",Annual Performance Evaluation Report (APER),Departmental Posting Memo (DPM),Annual Leave Register (ALR),Nominal Roll Review (NRR),A,PMS replaces the Annual Performance Evaluation Report (APER).,psr
PSR_2021,l1-4,exam,"Within Nigeria Customs Service, The Performance Management Cycle runs from January to December each year.",January to December,April to March,October to September,July to June,A,The annual performance management cycle runs from January to December.,psr
PSR_2021,l1-4,exam,"Within National Bureau of Statistics, Progress reports on officers on probation are primarily meant to provide a record of the officer’s work, conduct and capabilities for judging suitability for confirmation.",posting and transfer decisions,promotion into the next grade,pension computation,confirmation or re-engagement,D,Progress reports provide a full record for judging suitability for confirmation or re-engagement and to warn officers early and allow correction.,psr
